,Wind_offshore_MW_Amprion,wind_offshore_MW_50Hertz,wind_onshore_MW_50Hertz,win_offshore_MW_Tennet,wind_onshore_MW_Tennet,wind_onshore_MW_TransnetBW
7/5/2020 16:00,"3,515.25",329.5,"7,675.50","3,077.00","9,748.50",397.5
7/5/2020 17:00,"5,057.75",346.5,"8,870.50","3,394.25","10,195.25",394.75
7/5/2020 18:00,"5,537.50",573,"9,237.25","5,026.00","9,527.50",395.5
7/5/2020 19:00,"6,297.75","1,016.00","8,324.75","4,621.25","7,878.00",386
7/5/2020 20:00,"5,766.75","1,016.25","6,661.50","4,136.00","7,078.25",362.75
7/5/2020 21:00,"5,454.50","1,014.50","5,345.25","4,339.50","6,336.75",436
7/5/2020 22:00,"5,288.00",989.5,"5,102.50","4,724.75","6,028.00",571.75
7/5/2020 23:00,"5,326.75",972,"4,936.00","4,898.00","6,648.25",599
7/6/2020 0:00,"5,639.25",939.25,"4,556.00","5,069.25","7,878.50",642
7/6/2020 1:00,"5,761.00",970,"4,679.50","5,079.75","9,208.50",751.5
7/6/2020 2:00,"5,834.75",980,"4,799.75","4,925.50","9,933.25",672
7/6/2020 3:00,"5,627.75",914.75,"4,747.25","5,038.00","9,716.50",670
7/6/2020 4:00,"5,448.75",898,"5,485.25","5,084.25","9,537.25",575.5
7/6/2020 5:00,"5,188.75",927.75,"6,450.25","5,150.50","10,019.50",518
7/6/2020 6:00,"4,876.25",937.75,"6,979.50","5,146.00","10,812.00",604.75
7/6/2020 7:00,"5,055.00","1,008.75","7,085.50","4,946.75","11,380.50",549.25
7/6/2020 8:00,"5,172.00","1,022.00","8,927.75","3,880.75","11,622.00",460.25
7/6/2020 9:00,"5,115.50","1,014.50","9,852.25","3,504.25","11,359.75",476
7/6/2020 10:00,"5,017.75",700.75,"9,860.00","3,486.25","11,037.00",461.25
7/6/2020 11:00,"4,979.25",694.25,"9,899.25","3,533.50","10,987.50",414.25
7/6/2020 12:00,"5,066.00",697.25,"10,140.50","3,523.00","10,877.75",356.75
7/6/2020 13:00,"4,905.50",694.25,"10,157.50","3,524.75","10,819.00",315.75
7/6/2020 14:00,"5,027.00",682,"10,419.25","3,508.50","10,901.50",323.75
7/6/2020 15:00,"4,945.75",693.25,"10,554.75","3,530.25","10,713.25",340.5
7/6/2020 16:00,"4,957.50",691.25,"10,504.50","3,510.50","10,385.25",454
7/6/2020 17:00,"4,447.50",692.5,"10,107.00","3,493.75","10,464.00",541.25
7/6/2020 18:00,"4,144.25",709.5,"9,762.50","3,778.00","9,326.00",603.5
7/6/2020 19:00,"3,222.25",950,"9,372.75","4,439.50","8,089.00",532
7/6/2020 20:00,"2,363.50","1,016.75","8,511.25","4,295.00","7,164.25",511.5
7/6/2020 21:00,"1,904.50","1,010.25","7,771.25","4,447.25","6,227.75",559
7/6/2020 22:00,"1,697.50","1,016.50","7,549.75","4,826.00","6,019.00",649.5
7/6/2020 23:00,"1,655.50","1,016.75","7,791.75","4,543.75","6,149.75",652.5
7/7/2020 0:00,"1,635.00","1,016.75","7,113.75","3,950.25","6,219.50",649
7/7/2020 1:00,"1,617.75","1,016.25","6,616.75","2,906.75","5,674.75",688.75
7/7/2020 2:00,"1,354.00","1,013.25","6,017.00","2,104.75","4,847.50",843.75
7/7/2020 3:00,999,"1,018.25","5,332.00","1,987.75","4,111.50",841.75
7/7/2020 4:00,736.75,"1,017.50","4,661.00","2,257.50","3,572.50",682.75
7/7/2020 5:00,599.5,"1,015.25","3,783.25","2,361.25","2,920.00",746.5
7/7/2020 6:00,414.25,"1,006.50","3,417.25","2,599.50","2,296.25",847.75
7/7/2020 7:00,196,"1,004.00","2,858.50","3,233.25","2,197.25",801.25
7/7/2020 8:00,124.5,"1,000.50","3,187.50","3,453.50","2,404.25",754.25
7/7/2020 9:00,240.75,979.75,"3,107.75","3,555.75","3,099.00",721.5
7/7/2020 10:00,435.5,963.75,"2,773.00","3,074.75","4,146.50",679.75
7/7/2020 11:00,728.25,862.25,"2,750.75","2,962.75","5,558.75",704.75
7/7/2020 12:00,"1,119.75",801.5,"2,825.00","3,459.25","5,854.00",750.75
7/7/2020 13:00,"1,463.00",787.75,"3,128.25","3,730.75","6,223.75",856
7/7/2020 14:00,"1,818.25",888.25,"3,389.75","3,657.50","6,373.25",918.25
7/7/2020 15:00,"1,959.50",806.5,"3,946.00","3,416.25","6,318.25",895
7/7/2020 16:00,"1,901.50",734,"3,956.00","3,371.75","5,700.75",867.5
7/7/2020 17:00,"1,505.25",670.5,"3,917.25","3,266.50","5,016.00",813.75
7/7/2020 18:00,"1,260.75",737.5,"3,668.50","2,706.25","3,896.25",736.75
7/7/2020 19:00,860.5,801.5,"3,551.00","2,598.50","3,306.25",507.5
7/7/2020 20:00,563.5,787,"3,272.50","2,263.00","2,609.50",312.25
7/7/2020 21:00,374.25,762,"3,149.00","2,230.25","2,385.75",181.75
7/7/2020 22:00,240.5,752,"3,256.50","2,263.25","2,157.75",136.5
7/7/2020 23:00,362.75,655.25,"3,202.25","2,047.00","2,019.25",101.5
7/8/2020 0:00,610.75,736.75,"2,983.25","1,802.75","1,980.50",57.5
7/8/2020 1:00,838.75,691.25,"2,553.00","1,741.00","1,966.50",44.75
7/8/2020 2:00,966.5,796.75,"2,259.00","1,565.25","2,069.00",51.5
7/8/2020 3:00,"1,237.75",773.5,"2,054.25","1,282.25","2,043.50",38
7/8/2020 4:00,"1,317.75",758,"2,149.25","1,003.25","1,942.50",37.75
7/8/2020 5:00,"1,467.75",650,"2,230.50",797,"1,820.75",30.5
7/8/2020 6:00,"1,475.50",786.75,"1,878.00",624.25,"1,562.75",18.25
7/8/2020 7:00,"1,266.75",708.5,"1,693.25",526.5,"1,260.00",9.5
7/8/2020 8:00,"1,003.00",702.75,"1,403.75",531.75,"1,361.25",3.5
7/8/2020 9:00,868.25,660.5,"1,406.25",498.25,"1,820.50",8.5
7/8/2020 10:00,"1,018.75",703,"1,283.25",397,"2,136.75",23
7/8/2020 11:00,"1,188.00",741.5,"1,303.50",444,"2,122.25",23.25
7/8/2020 12:00,"1,164.50",823.75,"1,401.75",441.25,"2,089.25",27.5
7/8/2020 13:00,"1,198.25",851.75,"1,570.50",460.75,"2,113.50",31.25
7/8/2020 14:00,"1,017.25",711,"1,551.25",463.25,"2,050.50",29
7/8/2020 15:00,876.5,677.25,"1,284.75",393.75,"1,880.75",34.5
7/8/2020 16:00,772.5,730.25,"1,089.00",353.25,"1,733.50",33.25
7/8/2020 17:00,678,672.25,"1,149.00",273.5,"1,614.00",33
7/8/2020 18:00,556,587.25,914.25,225.25,"1,255.75",22.25
7/8/2020 19:00,511.75,465.75,851,167,845,13.25
7/8/2020 20:00,532,426.5,753,125,547,11.5
7/8/2020 21:00,545.75,433.5,691.5,87.75,443,7.5
7/8/2020 22:00,495,444.75,771.25,51.5,403.75,9.25
7/8/2020 23:00,682.75,416.5,776.5,35,408.25,29
7/9/2020 0:00,714.75,319.25,763.5,27.5,446.75,63
7/9/2020 1:00,774,244.25,674,11,504,123.25
7/9/2020 2:00,875.5,189,554,6,651.75,161.75
7/9/2020 3:00,967.5,158,469.25,14.5,806.25,183.75
7/9/2020 4:00,"1,179.25",102,427.5,62,"1,160.50",257
7/9/2020 5:00,"1,615.50",69.75,450,154.25,"1,484.50",301.75
7/9/2020 6:00,"2,034.00",36.75,561.25,350.25,"1,691.50",326.75
7/9/2020 7:00,"2,238.75",13,593.25,446.5,"1,972.00",286.5
7/9/2020 8:00,"2,313.75",17,577.25,538.5,"2,125.75",280.25
7/9/2020 9:00,"2,365.00",4.5,859,605.75,"2,183.25",398
7/9/2020 10:00,"2,641.50",0,"1,403.75",699,"2,631.50",401.25
7/9/2020 11:00,"3,309.00",0,"1,912.00",583.5,"3,257.25",428.5
7/9/2020 12:00,"3,751.75",0,"2,417.00",471.75,"3,356.00",410.25
7/9/2020 13:00,"4,097.50",0,"3,022.00",467,"3,445.25",354.5
7/9/2020 14:00,"4,441.00",0.25,"3,332.50",407.25,"3,530.75",253.75
7/9/2020 15:00,"4,457.25",1.25,"3,600.50",264,"3,239.50",175.75
7/9/2020 16:00,"4,331.00",4,"4,011.75",207,"2,864.75",140.5
7/9/2020 17:00,"3,817.50",8,"4,449.25",224,"2,442.25",159.25
7/9/2020 18:00,"3,121.75",22,"4,336.50",272,"1,786.25",134.75
7/9/2020 19:00,"2,287.50",93.75,"3,659.25",307.75,"1,334.75",98.5
7/9/2020 20:00,"1,708.00",114,"3,550.25",494,"1,412.00",65
7/9/2020 21:00,"1,265.25",138.25,"3,201.25",599.25,"1,122.50",37.5
7/9/2020 22:00,687.5,95.5,"2,491.50",738.75,"1,000.75",24.25
7/9/2020 23:00,517,32,"1,733.50",828.75,894.75,17.5
7/10/2020 0:00,539.5,25,"1,137.50","1,038.00",997,24.75
7/10/2020 1:00,"1,168.25",15.75,805.25,"1,322.25","1,258.25",38.5
7/10/2020 2:00,"1,986.50",38.5,636.25,"1,434.00","1,665.25",84
7/10/2020 3:00,"2,604.00",13.5,764.5,"1,804.50","2,297.75",141
7/10/2020 4:00,"2,910.50",0,"1,049.50","2,026.50","3,438.25",220.75
7/10/2020 5:00,"3,064.00",0,"1,468.00","2,141.75","4,410.50",253.25
7/10/2020 6:00,"3,223.50",0,"1,886.50","1,908.50","4,513.00",282.25
7/10/2020 7:00,"3,130.25",0,"1,929.50","1,422.50","3,965.00",203.25
7/10/2020 8:00,"3,221.75",0,"1,846.00","1,199.25","4,187.50",158.25
7/10/2020 9:00,"4,060.75",0,"2,158.25","1,147.75","5,055.25",163
7/10/2020 10:00,"4,694.00",8.25,"3,203.75","1,028.00","6,311.25",203.5
7/10/2020 11:00,"4,959.75",68.25,"4,699.25","1,057.25","7,261.75",282.5
7/10/2020 12:00,"4,967.50",114,"6,326.00","1,553.25","7,104.50",351.5
7/10/2020 13:00,"4,327.25",100.5,"8,025.00","2,112.75","6,889.25",412.25
7/10/2020 14:00,"3,930.25",215.5,"9,138.50","2,631.50","6,658.25",395.25
7/10/2020 15:00,"3,338.50",519.75,"10,208.00","2,961.00","6,656.00",421
7/10/2020 16:00,"2,394.25",563.5,"11,173.50","2,978.25","6,335.50",447.5
7/10/2020 17:00,"1,902.50",595.5,"11,078.00","2,885.50","6,458.50",442.75
7/10/2020 18:00,"1,727.75",550.75,"10,005.25","2,759.25","5,617.25",375.25
7/10/2020 19:00,"1,370.00",598.75,"8,163.00","2,679.00","4,529.25",241.25
7/10/2020 20:00,"1,064.75",764.5,"5,718.50","2,824.00","3,918.50",164.5
7/10/2020 21:00,836.25,925,"3,977.75","2,777.75","3,720.75",140.5
7/10/2020 22:00,600.75,904.25,"3,528.75","2,826.00","3,827.75",113.75
7/10/2020 23:00,653.25,974.5,"3,322.00","3,138.75","3,797.75",99.5
7/11/2020 0:00,599.75,991.25,"3,318.75","3,072.00","3,771.00",137
7/11/2020 1:00,496.75,"1,000.75","3,419.00","2,845.25","3,262.75",186.5
7/11/2020 2:00,462.75,979.5,"3,447.00","2,555.00","2,928.00",317.5
7/11/2020 3:00,447,999.75,"3,506.00","2,152.00","2,976.25",514.5
7/11/2020 4:00,437,998.75,"3,615.00","1,803.00","3,109.75",782.5
7/11/2020 5:00,450.75,"1,008.75","3,521.75","1,771.75","2,921.50",867.25
7/11/2020 6:00,424.5,996.75,"2,833.25","1,691.25","2,463.50",760.75
7/11/2020 7:00,269.75,985.25,"1,803.75","1,679.50","2,686.00",543
7/11/2020 8:00,143,974,"1,874.25","1,701.25","2,996.75",530.25
7/11/2020 9:00,192.5,956,"2,201.00","1,643.25","3,425.25",689.25
7/11/2020 10:00,223.75,958.75,"2,188.50","1,541.25","3,621.25",916.75
7/11/2020 11:00,263.5,936.5,"2,172.50","1,430.25","3,701.75","1,009.25"
7/11/2020 12:00,333.25,873.5,"2,078.00","1,101.25","3,821.75","1,012.25"
7/11/2020 13:00,371.75,804.75,"2,010.75","1,266.25","3,762.00",991.25
7/11/2020 14:00,452.5,774.25,"2,003.75","1,286.50","3,672.50",932
7/11/2020 15:00,636.25,760.5,"2,011.50","1,234.75","3,386.50",952
7/11/2020 16:00,670.25,737.25,"1,791.25","1,164.00","3,226.25",895.75
7/11/2020 17:00,667.5,825,"1,778.00","1,175.25","2,820.25",747.5
7/11/2020 18:00,554.5,748.75,"1,819.25","1,076.00","2,092.25",583.25
7/11/2020 19:00,515.5,659.75,"1,528.50",901.25,"1,419.75",368.25
7/11/2020 20:00,362.5,612.5,"1,223.75",805.25,"1,051.50",196.25
7/11/2020 21:00,361,515,"1,357.00",843,"1,127.25",71.75
7/11/2020 22:00,409.5,630,"1,603.75",827.5,"1,219.50",38.25
7/11/2020 23:00,527,715,"1,935.50",960.5,"1,184.75",35.5
7/12/2020 0:00,573.75,815.75,"1,983.25","1,109.00","1,169.75",40.25
7/12/2020 1:00,603.25,727,"1,952.00","1,284.75","1,152.50",43
7/12/2020 2:00,643.5,798,"1,933.25","1,214.50","1,201.00",38
7/12/2020 3:00,630.25,738.5,"1,981.25","1,063.75","1,278.50",45.25
7/12/2020 4:00,671.75,583.5,"1,863.25",993,"1,413.50",88.5
7/12/2020 5:00,694.5,546,"1,517.50","1,004.75","1,403.00",138.25
7/12/2020 6:00,601.75,459.25,"1,099.25","1,123.50","1,140.75",121.5
7/12/2020 7:00,406.75,553.25,379.25,977.25,"1,199.25",85.75
7/12/2020 8:00,167.75,474.75,563.75,872.5,"1,595.50",69.5
7/12/2020 9:00,116.5,529.25,945.25,686.25,"1,591.25",59
7/12/2020 10:00,134.75,512,"1,355.00",665.5,"1,668.00",58
7/12/2020 11:00,138.25,581.5,"1,589.75",654.75,"1,921.00",81.5
7/12/2020 12:00,167.25,669,"1,981.75",647.25,"2,175.50",117.5
7/12/2020 13:00,205.5,714,"2,337.75",793.25,"2,376.25",145.5
7/12/2020 14:00,248.75,739.5,"2,493.00",991.75,"2,399.00",138.75
7/12/2020 15:00,259.5,811.25,"2,362.50",887,"2,241.25",146.25
7/12/2020 16:00,283.25,909.5,"2,265.00",656.75,"1,985.50",145.75
7/12/2020 17:00,275.25,968.25,"2,129.00",529.75,"1,712.25",116.75
7/12/2020 18:00,305.25,941,"1,794.75",364.75,"1,368.00",109.25
7/12/2020 19:00,412.5,884,"1,265.50",257.5,"1,063.25",123.75
7/12/2020 20:00,578.75,864.75,919.75,231,"1,091.75",135.5
7/12/2020 21:00,973.5,771.75,957,206,"1,221.50",144.75
7/12/2020 22:00,"1,525.50",574.75,"1,164.00",239.75,"1,344.75",222.75
7/12/2020 23:00,"2,049.25",506,"1,076.50",325.25,"1,361.50",274.5
7/13/2020 0:00,"2,181.75",483.25,"1,049.25",418.75,"1,293.75",252.25
7/13/2020 1:00,"1,932.50",475,928,475,"1,125.00",223.25
7/13/2020 2:00,"1,606.75",478.75,834,365,"1,026.75",173
7/13/2020 3:00,"1,375.00",585.75,688.25,323.25,959,137.25
7/13/2020 4:00,"1,187.00",479,640.75,342.75,974.5,148
7/13/2020 5:00,"1,074.00",490.25,430.5,324,991,155.5
7/13/2020 6:00,939,446.75,393.25,330.75,788.25,140
7/13/2020 7:00,650.75,431.75,170.25,312,478,78.5
7/13/2020 8:00,238,442,140,411.25,448,57.5
7/13/2020 9:00,52.25,476.5,353.25,515.25,495.5,84.25
7/13/2020 10:00,56,444.25,549.5,674.25,587.5,74
7/13/2020 11:00,79.25,345.75,563.25,882.25,837.25,60.75
7/13/2020 12:00,82.75,293.75,533.5,969.5,967.75,61.75
7/13/2020 13:00,74.75,252.25,502.75,861.25,960.5,67
7/13/2020 14:00,73,211.5,444.75,815,871.25,62.75
7/13/2020 15:00,72.75,124.5,454.5,735.5,699.5,66
7/13/2020 16:00,73.75,67.75,366.75,706,513.75,66.25
7/13/2020 17:00,74.25,106.5,207,707.25,404.5,81.25
7/13/2020 18:00,82.75,96,155.25,754.5,287.75,115.5
7/13/2020 19:00,94.5,76.25,92.25,819.75,193,179.75
7/13/2020 20:00,115.75,55,150.5,887.25,203,262.75
7/13/2020 21:00,168.5,34.25,392,"1,034.00",309,345.25
7/13/2020 22:00,192.75,14.25,617.25,"1,109.25",566,417.25
7/13/2020 23:00,245.75,10,945.25,"1,321.50",926.25,448
7/14/2020 0:00,297,15.25,"1,298.25","1,524.50","1,332.00",397.25
7/14/2020 1:00,247.25,43,"1,655.25","1,581.25","1,818.00",371.75
7/14/2020 2:00,185,76,"2,109.50","1,612.25","2,030.25",387.75
7/14/2020 3:00,128.75,103.75,"2,347.25","1,610.00","1,883.25",337.25
7/14/2020 4:00,93.75,115,"2,345.00","1,618.50","1,645.00",338.25
7/14/2020 5:00,109.5,121,"2,349.25","1,609.00","1,401.00",327.75
7/14/2020 6:00,147,129.25,"2,068.25","1,690.50","1,117.75",250.25
7/14/2020 7:00,148.75,109,"1,336.25","1,514.50",765,138.5
7/14/2020 8:00,136.75,80.5,471.75,984.5,654,85.75
7/14/2020 9:00,103.75,88,293.5,831.75,804.25,124.5
7/14/2020 10:00,121.75,93.5,419,634.25,"1,112.00",168.25
7/14/2020 11:00,204.75,71,703,516,"1,346.00",138.75
7/14/2020 12:00,311.75,57.75,936.25,710.5,"1,868.50",93.75
7/14/2020 13:00,511,93.5,"1,041.50",859,"1,908.00",61.25
7/14/2020 14:00,748.25,112.5,"1,060.50",883.5,"2,062.50",42.5
7/14/2020 15:00,897.75,153.75,918.5,932.25,"1,914.50",37.25
7/14/2020 16:00,943.75,261.75,857,939.25,"1,646.25",32.25
7/14/2020 17:00,"1,031.75",284,"1,033.75",970.5,"1,506.75",29.75
7/14/2020 18:00,"1,107.25",236.25,"1,480.25","1,029.25","1,228.25",29.5
7/14/2020 19:00,997.75,155,"1,679.50",815,988.75,34.5
7/14/2020 20:00,954.25,16.75,"2,280.25",407.75,787.5,43.5
7/14/2020 21:00,756,2.25,"3,262.50",371.5,702.75,42.5
7/14/2020 22:00,510.75,3.5,"3,570.50",386,664.75,57.75
7/14/2020 23:00,300.25,16.75,"3,314.50",470.5,682.5,71
7/15/2020 0:00,216.5,7,"2,631.75",390,760,96
7/15/2020 1:00,212.5,23,"1,711.50",359.5,569.25,94.5
7/15/2020 2:00,217.25,9.5,"1,270.00",408.75,442,72.25
7/15/2020 3:00,256.5,33.75,951.25,444,396.5,59.5
7/15/2020 4:00,245.5,30.75,747.5,430.25,405.5,63.75
7/15/2020 5:00,356.5,9.5,581.25,460.5,387.75,55.75
7/15/2020 6:00,529.75,2.75,354.25,367,315.5,47.75
7/15/2020 7:00,589.25,10,174.5,275.25,329.25,26
7/15/2020 8:00,560,35.25,84.5,164,469.75,6
7/15/2020 9:00,590.5,31.5,118.25,139.75,720.5,13
7/15/2020 10:00,525.75,5.75,181.5,114.5,960.75,15
7/15/2020 11:00,466.25,2.25,253.75,97.25,"1,168.25",16.25
7/15/2020 12:00,397.75,29.5,300.5,104.75,"1,361.75",16.75
7/15/2020 13:00,400.75,77.25,287.75,88,"1,559.50",20
7/15/2020 14:00,499.25,48.75,411.5,102.5,"1,745.25",23.75
7/15/2020 15:00,585.25,10.75,488.5,94.5,"1,736.75",29.25
7/15/2020 16:00,603.5,24,763.75,100.75,"1,689.75",26
7/15/2020 17:00,570.5,1,848,86,"1,778.00",30.75
7/15/2020 18:00,544.25,5.75,755.75,58.5,"1,503.00",20.5
7/15/2020 19:00,478.75,15.5,539.5,43.5,"1,004.00",20.5
7/15/2020 20:00,368.75,15.25,391,38.5,650.5,29.25
7/15/2020 21:00,354.25,33.25,431,19.5,492.5,69
7/15/2020 22:00,350.5,41.25,529.5,11.5,442.5,177.25
7/15/2020 23:00,298.5,39.25,658.75,18.25,407,308
7/16/2020 0:00,196,44.25,850.75,23.75,395.75,219.75
7/16/2020 1:00,172.5,31,976.25,34.5,345.75,101
7/16/2020 2:00,290.75,55.5,"1,044.00",19.75,330.25,74
7/16/2020 3:00,401.75,58.25,"1,129.50",15.25,389.75,86.25
7/16/2020 4:00,443.75,45,"1,138.50",7.25,379.5,85
7/16/2020 5:00,390,124,"1,053.50",3.5,338.5,106.25
7/16/2020 6:00,383.75,120,835.25,4.5,204.75,152.25
7/16/2020 7:00,341.5,148.75,480,10.25,118.75,150.5
7/16/2020 8:00,304,187.5,260.75,14.75,83.5,126.75
7/16/2020 9:00,345.5,176.75,399.25,13.75,102.75,137.25
7/16/2020 10:00,389.25,172.75,646.5,18,117.5,156.75
7/16/2020 11:00,405.75,197.5,819,16.5,182,178.25
7/16/2020 12:00,473,216,"1,172.75",2,250,153.25
7/16/2020 13:00,532.5,141.75,"1,767.00",2.25,312,183
7/16/2020 14:00,583,131.75,"1,895.00",2.75,391.75,215.75
7/16/2020 15:00,547.75,113,"1,946.75",2.5,503.25,223.75
7/16/2020 16:00,577,155.75,"1,692.75",5.75,530.25,237
7/16/2020 17:00,649.5,187,"1,658.50",14.75,536,238.5
7/16/2020 18:00,619.25,203.25,"1,310.75",13.25,568,167.25
7/16/2020 19:00,623,262.5,885,7,495,115.75
7/16/2020 20:00,633,351.5,772.5,1.25,449.25,87
7/16/2020 21:00,613.25,326,795.75,0.5,400.75,67.5
7/16/2020 22:00,492.75,293,937.75,3.5,327.5,131
7/16/2020 23:00,473.25,291,"1,058.25",5,271.75,157.5
7/17/2020 0:00,441.5,282.5,"1,171.75",0,234.25,151.25
7/17/2020 1:00,437.25,281.5,"1,313.50",3,187.5,160.75
7/17/2020 2:00,430.25,234.5,"1,598.25",20.25,168.5,144
7/17/2020 3:00,384.5,307.75,"1,604.50",22.25,171.5,118.75
7/17/2020 4:00,279,348.5,"1,738.00",18,200.25,121.75
7/17/2020 5:00,246.25,368.75,"1,740.00",27.25,174.25,133.5
7/17/2020 6:00,285.75,350,"1,709.50",31,105.75,149
7/17/2020 7:00,219,312,"1,287.75",32,60.5,151.5
7/17/2020 8:00,151.5,222.5,918.75,30,64.25,127.25
7/17/2020 9:00,123.25,136.75,"1,355.50",43.25,109,109.75
7/17/2020 10:00,80.5,90,"1,822.75",51.5,169.25,112.5
7/17/2020 11:00,79.5,55,"2,038.75",80.25,248.75,150
7/17/2020 12:00,93,72.25,"1,883.25",156.75,345.75,220.25
7/17/2020 13:00,123,63.5,"1,854.75",207.5,418.5,229.75
7/17/2020 14:00,189.5,63.5,"1,760.75",226.25,481.75,241.25
7/17/2020 15:00,212,66.75,"1,577.75",230.25,492.75,257.25
7/17/2020 16:00,248,64.5,"1,503.75",230.5,389.5,256
7/17/2020 17:00,241.75,61,"1,258.75",216.25,308,271.5
7/17/2020 18:00,236.5,41.75,998.5,185.5,221,252.75
7/17/2020 19:00,207.5,25.25,661.5,123.25,177.75,204.5
7/17/2020 20:00,159.25,25,473.5,92.5,166.5,145.75
7/17/2020 21:00,144,21.75,467.5,88.5,139,92.5
7/17/2020 22:00,181.75,20.75,534.5,117.25,122,62.75
7/17/2020 23:00,194.5,16,473.75,164,105,43.5
7/18/2020 0:00,146.75,1.25,427.25,235.75,119.75,45.75
7/18/2020 1:00,107.75,0,391,327,152.25,41.75
7/18/2020 2:00,81,0,371.75,412.75,262.5,32.5
7/18/2020 3:00,40.5,0,226.5,508.25,366,27
7/18/2020 4:00,20,0,153.75,509.75,467.75,26
7/18/2020 5:00,23.75,0,106.5,597.5,492.5,32
7/18/2020 6:00,38.25,0,91.25,836.25,383.75,31.25
7/18/2020 7:00,46.5,0,53.5,"1,009.75",181.75,22.5
7/18/2020 8:00,28.75,0,10,"1,306.25",101.75,11.25
7/18/2020 9:00,12.5,0,15.5,"1,444.75",157.75,7
7/18/2020 10:00,29,0,50.75,"1,498.25",278,11
7/18/2020 11:00,37.75,0,74.25,"1,486.50",456,13.25
7/18/2020 12:00,45,0,99.25,"1,570.00",604.5,17
7/18/2020 13:00,63.75,0,121.5,"1,602.75",673.5,28.25
7/18/2020 14:00,64.25,0.25,132.5,"1,520.25",599.25,50.25
7/18/2020 15:00,53,1,118.75,"1,195.50",467,61.75
7/18/2020 16:00,44.5,2,143,834.25,330.75,52.75
7/18/2020 17:00,30.5,3.25,238,479,242.75,49.25
7/18/2020 18:00,21.5,4,254.25,247.25,160.25,48
7/18/2020 19:00,19.75,6.5,254,133.5,109.75,29.75
7/18/2020 20:00,32.5,7.75,311,85.75,133.25,12
7/18/2020 21:00,93.5,29.75,368.25,89.5,203.25,12
7/18/2020 22:00,147.75,53.5,437.75,81.75,349.75,15.75
7/18/2020 23:00,316,67.75,519.75,141.5,599.5,17
7/19/2020 0:00,491.25,66.25,453.75,99.5,840.75,10.5
7/19/2020 1:00,532.75,44,439.5,59,"1,093.25",7.5
7/19/2020 2:00,552,21.25,433.5,57.75,"1,129.25",7.25
7/19/2020 3:00,511.5,25.75,357.75,95.25,"1,086.00",8.25
7/19/2020 4:00,470,19.5,282.25,152.75,"1,167.00",11.5
7/19/2020 5:00,557,8.25,196,183.25,"1,290.50",20.5
7/19/2020 6:00,598,10,165.5,163,"1,233.75",19
7/19/2020 7:00,528.5,6.75,127,154,875.5,13.75
7/19/2020 8:00,370.75,2.5,55,220.5,593,7.5
7/19/2020 9:00,233.75,0.25,36.25,162,590.5,9.25
7/19/2020 10:00,191.75,0,104.75,215.25,776.5,17.5
7/19/2020 11:00,258,0,239.25,314,"1,110.25",19.5
7/19/2020 12:00,382.75,0,409.25,339.5,"1,204.75",14
7/19/2020 13:00,462.25,1,523.25,238.5,"1,698.75",9.75
7/19/2020 14:00,515.5,2,555.5,285.5,"1,521.25",11.5
7/19/2020 15:00,556.25,3.5,625.5,812.75,"1,470.75",14
7/19/2020 16:00,535.75,2.25,671.25,"1,141.75","1,346.25",11.75
7/19/2020 17:00,546.25,3.5,812.25,"1,500.75","1,252.25",14.5
7/19/2020 18:00,518.25,27.25,850.25,"1,949.50","1,151.00",14.25
7/19/2020 19:00,515.75,32.75,"1,588.50","1,904.25",949.5,15.5
7/19/2020 20:00,603.75,39,"1,598.00","1,826.50",852.5,12.25
7/19/2020 21:00,"1,045.50",45.25,"1,303.00","1,813.50",873.5,7.5
7/19/2020 22:00,"1,170.75",46,"1,102.75","1,537.25",966.5,13.25
7/19/2020 23:00,"1,078.75",82.25,"1,075.00","1,258.50","1,032.50",21
7/20/2020 0:00,978.75,185.5,"1,113.50","1,124.00","1,089.00",37
7/20/2020 1:00,980,138.5,"1,091.75","1,070.50","1,282.00",36.5
7/20/2020 2:00,903,192.5,917.5,925.5,"1,287.00",32.5
7/20/2020 3:00,704,160,927,939.75,"1,291.25",23.75
7/20/2020 4:00,553.5,109.75,869,893.25,"1,559.25",20.75
7/20/2020 5:00,610.5,176,986.25,894,"1,854.75",19
7/20/2020 6:00,834.75,197.5,"1,133.25","1,108.75","1,859.75",15.5
7/20/2020 7:00,845.5,197.5,"1,242.75","1,213.25","2,042.75",6.75
7/20/2020 8:00,875.5,173,"1,283.00","1,347.00","2,243.00",3.25
7/20/2020 9:00,921,112.75,"1,455.25","1,359.50","2,426.25",2.25
7/20/2020 10:00,852.75,177.5,"1,910.00","1,031.75","2,575.50",2.5
7/20/2020 11:00,692.5,198.25,"2,381.00",736.25,"2,648.75",2.75
7/20/2020 12:00,544,260.25,"2,736.50",564.5,"2,801.50",3
7/20/2020 13:00,548.75,288.5,"3,280.75",528.75,"2,838.25",4.25
7/20/2020 14:00,573.5,447.75,"4,243.75",517.25,"3,015.00",8.75
7/20/2020 15:00,658.25,431.75,"5,248.00",578.75,"3,056.00",14.5
7/20/2020 16:00,770,304.25,"5,158.25",666,"3,092.75",38.25
7/20/2020 17:00,904.5,324.75,"4,057.25",715.5,"3,034.00",44.75
7/20/2020 18:00,"1,096.25",280.5,"3,008.25",959.25,"2,767.00",40.5
7/20/2020 19:00,"1,229.00",276,"2,104.75",958.75,"2,062.75",30.5
